idstatefrom,idaction,idstateto,probability,reward
1,16,1,0.1,163.0
1,16,11,0.1,0.0
1,16,12,0.1,-16.299999999999997
1,16,13,0.1,-65.19999999999999
1,16,14,0.5,-97.80000000000001
1,16,16,0.1,-81.5
1,17,1,0.1,174.0
1,17,12,0.1,-5.299999999999997
1,17,13,0.1,-21.599999999999994
1,17,14,0.1,-75.80000000000001
1,17,15,0.5,-108.4
1,17,17,0.1,-86.8
1,18,1,0.1,185.0
1,18,13,0.1,-10.599999999999994
1,18,14,0.1,-26.900000000000006
1,18,15,0.1,-86.4
1,18,16,0.5,-119.0
1,18,18,0.1,-92.1
1,19,1,0.1,196.0
1,19,14,0.1,-15.900000000000006
1,19,15,0.1,-32.2
1,19,16,0.1,-97.0
1,19,17,0.5,-129.6
1,19,19,0.1,-97.4
1,20,1,0.1,207.0
1,20,15,0.1,-21.200000000000003
1,20,16,0.1,-37.5
1,20,17,0.1,-107.6
1,20,18,0.5,-140.2
1,20,20,0.1,-102.7
1,21,1,0.1,218.0
1,21,16,0.1,-26.5
1,21,17,0.1,-42.8
1,21,18,0.1,-118.19999999999999
1,21,19,0.5,-150.8
1,21,21,0.1,-108.0
1,22,1,0.1,229.0
1,22,17,0.1,-31.799999999999997
1,22,18,0.1,-48.099999999999994
1,22,19,0.1,-128.8
1,22,20,0.5,-161.4
1,22,22,0.1,-113.3
1,23,1,0.1,240.0
1,23,18,0.1,-37.099999999999994
1,23,19,0.1,-53.400000000000006
1,23,20,0.1,-139.4
1,23,21,0.5,-172.0
1,23,23,0.1,-118.6
1,24,1,0.1,251.0
1,24,19,0.1,-42.400000000000006
1,24,20,0.1,-58.7
1,24,21,0.1,-150.0
1,24,22,0.5,-182.6
1,24,24,0.1,-123.9
1,25,1,0.1,262.0
1,25,20,0.1,-47.7
1,25,21,0.1,-64.0
1,25,22,0.1,-160.60000000000002
1,25,23,0.5,-193.2
1,25,25,0.1,-129.2
1,26,1,0.1,273.0
1,26,21,0.1,-53.0
1,26,22,0.1,-69.30000000000001
1,26,23,0.1,-171.2
1,26,24,0.5,-203.8
1,26,26,0.1,-134.5
1,27,1,0.1,284.0
1,27,22,0.1,-58.30000000000001
1,27,23,0.1,-74.6
1,27,24,0.1,-181.8
1,27,25,0.5,-214.39999999999998
1,27,27,0.1,-139.8
1,28,1,0.1,295.0
1,28,23,0.1,-63.599999999999994
1,28,24,0.1,-79.9
1,28,25,0.1,-192.39999999999998
1,28,26,0.5,-225.0
1,28,28,0.1,-145.1
1,29,1,0.1,306.0
1,29,24,0.1,-68.9
1,29,25,0.1,-85.19999999999999
1,29,26,0.1,-203.0
1,29,27,0.5,-235.60000000000002
1,29,29,0.1,-150.4
1,30,1,0.1,317.0
1,30,25,0.1,-74.19999999999999
1,30,26,0.1,-90.5
1,30,27,0.1,-213.60000000000002
1,30,28,0.5,-246.2
1,30,30,0.1,-155.7
1,31,1,0.1,328.0
1,31,26,0.1,-79.5
1,31,27,0.1,-95.80000000000001
1,31,28,0.1,-224.2
1,31,29,0.5,-256.8
1,31,31,0.1,-161.0
1,32,2,0.1,322.7
1,32,27,0.1,-84.80000000000001
1,32,28,0.1,-101.1
1,32,29,0.1,-234.8
1,32,30,0.5,-267.4
1,32,32,0.1,-166.3
1,33,3,0.1,317.4
1,33,28,0.1,-90.1
1,33,29,0.1,-106.4
1,33,30,0.1,-245.39999999999998
1,33,31,0.5,-278.0
1,33,33,0.1,-171.6
1,34,4,0.1,312.1
1,34,29,0.1,-95.4
1,34,30,0.1,-111.69999999999999
1,34,31,0.1,-256.0
1,34,32,0.5,-288.6
1,34,34,0.1,-176.9
1,35,5,0.1,306.8
1,35,30,0.1,-100.69999999999999
1,35,31,0.1,-117.0
1,35,32,0.1,-266.6
1,35,33,0.5,-299.2
1,35,35,0.1,-182.2
1,36,6,0.1,301.5
1,36,31,0.1,-106.0
1,36,32,0.1,-122.30000000000001
1,36,33,0.1,-277.2
1,36,34,0.5,-309.8
1,36,36,0.1,-187.5
1,37,7,0.1,296.2
1,37,32,0.1,-111.30000000000001
1,37,33,0.1,-127.6
1,37,34,0.1,-287.8
1,37,35,0.5,-320.4
1,37,37,0.1,-192.8
1,38,8,0.1,290.9
1,38,33,0.1,-116.6
1,38,34,0.1,-132.9
1,38,35,0.1,-298.4
1,38,36,0.5,-331.0
1,38,38,0.1,-198.1
1,39,9,0.1,285.6
1,39,34,0.1,-121.9
1,39,35,0.1,-138.2
1,39,36,0.1,-309.0
1,39,37,0.5,-341.6
1,39,39,0.1,-203.4
1,40,10,0.1,280.3
1,40,35,0.1,-127.19999999999999
1,40,36,0.1,-143.5
1,40,37,0.1,-319.6
1,40,38,0.5,-352.2
1,40,40,0.1,-208.7
1,41,11,0.1,275.0
1,41,36,0.1,-132.5
1,41,37,0.1,-148.8
1,41,38,0.1,-330.2
1,41,39,0.5,-362.8
1,41,41,0.1,-214.0
1,42,12,0.1,269.7
1,42,37,0.1,-137.8
1,42,38,0.1,-154.1
1,42,39,0.1,-340.8
1,42,40,0.5,-373.4
1,42,42,0.1,-219.3
1,43,13,0.1,264.4
1,43,38,0.1,-143.1
1,43,39,0.1,-159.4
1,43,40,0.1,-351.4
1,43,41,0.5,-384.0
1,43,43,0.1,-224.6
1,44,14,0.1,259.1
1,44,39,0.1,-148.4
1,44,40,0.1,-164.7
1,44,41,0.1,-362.0
1,44,42,0.5,-394.6
1,44,44,0.1,-229.9
1,45,15,0.1,253.8
1,45,40,0.1,-153.7
1,45,41,0.1,-170.0
1,45,42,0.1,-372.6
1,45,43,0.5,-405.2
1,45,45,0.1,-235.2
1,46,16,0.1,248.5
1,46,41,0.1,-159.0
1,46,42,0.1,-175.3
1,46,43,0.1,-383.2
1,46,44,0.5,-415.8
1,46,46,0.1,-240.5
1,47,17,0.1,243.2
1,47,42,0.1,-164.3
1,47,43,0.1,-180.6
1,47,44,0.1,-393.8
1,47,45,0.5,-426.4
1,47,47,0.1,-245.8
1,48,18,0.1,237.9
1,48,43,0.1,-169.6
1,48,44,0.1,-185.9
1,48,45,0.1,-404.4
1,48,46,0.5,-437.0
1,48,48,0.1,-251.1
1,49,19,0.1,232.6
1,49,44,0.1,-174.9
1,49,45,0.1,-191.2
1,49,46,0.1,-415.0
1,49,47,0.5,-447.6
1,49,49,0.1,-256.4
1,50,20,0.1,227.3
1,50,45,0.1,-180.2
1,50,46,0.1,-196.5
1,50,47,0.1,-425.6
1,50,48,0.5,-458.20000000000005
1,50,50,0.1,-261.7
1,51,21,0.1,222.0
1,51,46,0.1,-185.5
1,51,47,0.1,-201.8
1,51,48,0.1,-436.20000000000005
1,51,49,0.5,-468.79999999999995
1,51,51,0.1,-267.0
2,1,1,0.9,112.0
2,1,2,0.1,-0.3
2,2,1,0.9,175.0
2,2,3,0.1,-7.6
2,3,1,0.4,180.0
2,3,2,0.5,39.4
2,3,4,0.1,-12.9
2,4,1,0.3,141.0
2,4,2,0.1,61.4
2,4,3,0.5,28.799999999999997
2,4,5,0.1,-18.2
2,5,1,0.2,116.0
2,5,2,0.1,41.7
2,5,3,0.1,50.8
2,5,4,0.5,18.200000000000003
2,5,6,0.1,-23.5
2,6,1,0.1,69.0
2,6,2,0.1,52.7
2,6,3,0.1,36.4
2,6,4,0.1,40.2
2,6,5,0.5,7.600000000000001
2,6,7,0.1,-28.8
2,7,1,0.1,80.0
2,7,3,0.1,47.4
2,7,4,0.1,31.1
2,7,5,0.1,29.599999999999994
2,7,6,0.5,-3.0
2,7,8,0.1,-34.1
2,8,1,0.1,91.0
2,8,4,0.1,42.1
2,8,5,0.1,25.799999999999997
2,8,6,0.1,19.0
2,8,7,0.5,-13.599999999999994
2,8,9,0.1,-39.4
2,9,1,0.1,102.0
2,9,5,0.1,36.8
2,9,6,0.1,20.5
2,9,7,0.1,8.400000000000006
2,9,8,0.5,-24.200000000000003
2,9,10,0.1,-44.7
2,10,1,0.1,113.0
2,10,6,0.1,31.5
2,10,7,0.1,15.200000000000003
2,10,8,0.1,-2.200000000000003
2,10,9,0.5,-34.8
2,10,11,0.1,-50.0
2,11,1,0.1,124.0
2,11,7,0.1,26.200000000000003
2,11,8,0.1,9.899999999999999
2,11,9,0.1,-12.799999999999997
2,11,10,0.5,-45.400000000000006
2,11,12,0.1,-55.3
2,12,1,0.1,135.0
2,12,8,0.1,20.9
2,12,9,0.1,4.600000000000001
2,12,10,0.1,-23.400000000000006
2,12,11,0.5,-56.0
2,12,13,0.1,-60.6
2,13,1,0.1,146.0
2,13,9,0.1,15.599999999999994
2,13,10,0.1,-0.7000000000000028
2,13,11,0.1,-34.0
2,13,12,0.5,-66.6
2,13,14,0.1,-65.9
2,14,1,0.1,157.0
2,14,10,0.1,10.299999999999997
2,14,11,0.1,-6.0
2,14,12,0.1,-44.599999999999994
2,14,13,0.5,-77.19999999999999
2,14,15,0.1,-71.2
2,15,1,0.1,168.0
2,15,11,0.1,5.0
2,15,12,0.1,-11.299999999999997
2,15,13,0.1,-55.19999999999999
2,15,14,0.5,-87.80000000000001
2,15,16,0.1,-76.5
2,16,1,0.1,179.0
2,16,12,0.1,-0.29999999999999716
2,16,13,0.1,-16.599999999999994
2,16,14,0.1,-65.80000000000001
2,16,15,0.5,-98.4
2,16,17,0.1,-81.8
2,17,1,0.1,190.0
2,17,13,0.1,-5.599999999999994
2,17,14,0.1,-21.900000000000006
2,17,15,0.1,-76.4
2,17,16,0.5,-109.0
2,17,18,0.1,-87.1
2,18,1,0.1,201.0
2,18,14,0.1,-10.900000000000006
2,18,15,0.1,-27.200000000000003
2,18,16,0.1,-87.0
2,18,17,0.5,-119.6
2,18,19,0.1,-92.4
2,19,1,0.1,212.0
2,19,15,0.1,-16.200000000000003
2,19,16,0.1,-32.5
2,19,17,0.1,-97.6
2,19,18,0.5,-130.2
2,19,20,0.1,-97.7
2,20,1,0.1,223.0
2,20,16,0.1,-21.5
2,20,17,0.1,-37.8
2,20,18,0.1,-108.19999999999999
2,20,19,0.5,-140.8
2,20,21,0.1,-103.0
2,21,1,0.1,234.0
2,21,17,0.1,-26.799999999999997
2,21,18,0.1,-43.099999999999994
2,21,19,0.1,-118.80000000000001
2,21,20,0.5,-151.4
2,21,22,0.1,-108.3
2,22,1,0.1,245.0
2,22,18,0.1,-32.099999999999994
2,22,19,0.1,-48.400000000000006
2,22,20,0.1,-129.4
2,22,21,0.5,-162.0
2,22,23,0.1,-113.6
2,23,1,0.1,256.0
2,23,19,0.1,-37.400000000000006
2,23,20,0.1,-53.7
2,23,21,0.1,-140.0
2,23,22,0.5,-172.6
2,23,24,0.1,-118.9
2,24,1,0.1,267.0
2,24,20,0.1,-42.7
2,24,21,0.1,-59.0
2,24,22,0.1,-150.6
2,24,23,0.5,-183.2
2,24,25,0.1,-124.2
2,25,1,0.1,278.0
2,25,21,0.1,-48.0
2,25,22,0.1,-64.30000000000001
2,25,23,0.1,-161.2
2,25,24,0.5,-193.8
2,25,26,0.1,-129.5
2,26,1,0.1,289.0
2,26,22,0.1,-53.30000000000001
2,26,23,0.1,-69.6
2,26,24,0.1,-171.8
2,26,25,0.5,-204.39999999999998
2,26,27,0.1,-134.8
2,27,1,0.1,300.0
2,27,23,0.1,-58.599999999999994
2,27,24,0.1,-74.9
2,27,25,0.1,-182.39999999999998
2,27,26,0.5,-215.0
2,27,28,0.1,-140.1
2,28,1,0.1,311.0
2,28,24,0.1,-63.900000000000006
2,28,25,0.1,-80.19999999999999
2,28,26,0.1,-193.0
2,28,27,0.5,-225.60000000000002
2,28,29,0.1,-145.4
2,29,1,0.1,322.0
2,29,25,0.1,-69.19999999999999
2,29,26,0.1,-85.5
2,29,27,0.1,-203.60000000000002
2,29,28,0.5,-236.2
2,29,30,0.1,-150.7
2,30,1,0.1,333.0
2,30,26,0.1,-74.5
2,30,27,0.1,-90.80000000000001
2,30,28,0.1,-214.2
2,30,29,0.5,-246.8
2,30,31,0.1,-156.0
2,31,2,0.1,327.7
2,31,27,0.1,-79.80000000000001
2,31,28,0.1,-96.1
2,31,29,0.1,-224.8
2,31,30,0.5,-257.4
2,31,32,0.1,-161.3
2,32,3,0.1,322.4
2,32,28,0.1,-85.1
2,32,29,0.1,-101.4
2,32,30,0.1,-235.39999999999998
2,32,31,0.5,-268.0
2,32,33,0.1,-166.6
2,33,4,0.1,317.1
2,33,29,0.1,-90.4
2,33,30,0.1,-106.69999999999999
2,33,31,0.1,-246.0
2,33,32,0.5,-278.6
2,33,34,0.1,-171.9
2,34,5,0.1,311.8
2,34,30,0.1,-95.69999999999999
2,34,31,0.1,-112.0
2,34,32,0.1,-256.6
2,34,33,0.5,-289.2
2,34,35,0.1,-177.2
2,35,6,0.1,306.5
2,35,31,0.1,-101.0
2,35,32,0.1,-117.30000000000001
2,35,33,0.1,-267.2
2,35,34,0.5,-299.8
2,35,36,0.1,-182.5
2,36,7,0.1,301.2
2,36,32,0.1,-106.30000000000001
2,36,33,0.1,-122.6
2,36,34,0.1,-277.8
2,36,35,0.5,-310.4
2,36,37,0.1,-187.8
2,37,8,0.1,295.9
2,37,33,0.1,-111.6
2,37,34,0.1,-127.9
2,37,35,0.1,-288.4
2,37,36,0.5,-321.0
2,37,38,0.1,-193.1
2,38,9,0.1,290.6
2,38,34,0.1,-116.9
2,38,35,0.1,-133.2
2,38,36,0.1,-299.0
2,38,37,0.5,-331.6
2,38,39,0.1,-198.4
2,39,10,0.1,285.3
2,39,35,0.1,-122.19999999999999
2,39,36,0.1,-138.5
2,39,37,0.1,-309.6
2,39,38,0.5,-342.2
2,39,40,0.1,-203.7
2,40,11,0.1,280.0
2,40,36,0.1,-127.5
2,40,37,0.1,-143.8
2,40,38,0.1,-320.2
2,40,39,0.5,-352.8
2,40,41,0.1,-209.0
2,41,12,0.1,274.7
2,41,37,0.1,-132.8
2,41,38,0.1,-149.1
2,41,39,0.1,-330.8
2,41,40,0.5,-363.4
2,41,42,0.1,-214.3
2,42,13,0.1,269.4
2,42,38,0.1,-138.1
2,42,39,0.1,-154.4
2,42,40,0.1,-341.4
2,42,41,0.5,-374.0
2,42,43,0.1,-219.6
2,43,14,0.1,264.1
2,43,39,0.1,-143.4
2,43,40,0.1,-159.7
2,43,41,0.1,-352.0
2,43,42,0.5,-384.6
2,43,44,0.1,-224.9
2,44,15,0.1,258.8
2,44,40,0.1,-148.7
2,44,41,0.1,-165.0
2,44,42,0.1,-362.6
2,44,43,0.5,-395.2
2,44,45,0.1,-230.2
2,45,16,0.1,253.5
2,45,41,0.1,-154.0
2,45,42,0.1,-170.3
2,45,43,0.1,-373.2
2,45,44,0.5,-405.8
2,45,46,0.1,-235.5
2,46,17,0.1,248.2
2,46,42,0.1,-159.3
2,46,43,0.1,-175.6
2,46,44,0.1,-383.8
2,46,45,0.5,-416.4
2,46,47,0.1,-240.8
2,47,18,0.1,242.9
2,47,43,0.1,-164.6
2,47,44,0.1,-180.9
2,47,45,0.1,-394.4
2,47,46,0.5,-427.0
2,47,48,0.1,-246.1
2,48,19,0.1,237.6
2,48,44,0.1,-169.9
2,48,45,0.1,-186.2
2,48,46,0.1,-405.0
2,48,47,0.5,-437.6
2,48,49,0.1,-251.4
2,49,20,0.1,232.3
2,49,45,0.1,-175.2
2,49,46,0.1,-191.5
2,49,47,0.1,-415.6
2,49,48,0.5,-448.20000000000005
2,49,50,0.1,-256.7
2,50,21,0.1,227.0
2,50,46,0.1,-180.5
2,50,47,0.1,-196.8
2,50,48,0.1,-426.20000000000005
2,50,49,0.5,-458.79999999999995
2,50,51,0.1,-262.0
2,51,22,0.1,221.7
2,51,47,0.1,-185.8
2,51,48,0.1,-202.10000000000002
2,51,49,0.1,-436.79999999999995
2,51,50,0.5,-469.4
2,51,52,0.1,-267.3
3,1,1,0.9,224.0
3,1,3,0.1,-0.6
3,2,1,0.4,205.0
3,2,2,0.5,49.4
3,2,4,0.1,-7.9
3,3,1,0.3,156.0
3,3,2,0.1,71.4
3,3,3,0.5,38.8
3,3,5,0.1,-13.2
3,4,1,0.2,126.0
3,4,2,0.1,46.7
3,4,3,0.1,60.8
3,4,4,0.5,28.200000000000003
3,4,6,0.1,-18.5
3,5,1,0.1,74.0
3,5,2,0.1,57.7
3,5,3,0.1,41.4
3,5,4,0.1,50.2
3,5,5,0.5,17.6
3,5,7,0.1,-23.8
3,6,1,0.1,85.0
3,6,3,0.1,52.4
3,6,4,0.1,36.1
3,6,5,0.1,39.6
3,6,6,0.5,7.0
3,6,8,0.1,-29.1
3,7,1,0.1,96.0
3,7,4,0.1,47.1
3,7,5,0.1,30.799999999999997
3,7,6,0.1,29.0
3,7,7,0.5,-3.5999999999999943
3,7,9,0.1,-34.4
3,8,1,0.1,107.0
3,8,5,0.1,41.8
3,8,6,0.1,25.5
3,8,7,0.1,18.400000000000006
3,8,8,0.5,-14.200000000000003
3,8,10,0.1,-39.7
3,9,1,0.1,118.0
3,9,6,0.1,36.5
3,9,7,0.1,20.200000000000003
3,9,8,0.1,7.799999999999997
3,9,9,0.5,-24.799999999999997
3,9,11,0.1,-45.0
3,10,1,0.1,129.0
3,10,7,0.1,31.200000000000003
3,10,8,0.1,14.899999999999999
3,10,9,0.1,-2.799999999999997
3,10,10,0.5,-35.400000000000006
3,10,12,0.1,-50.3
3,11,1,0.1,140.0
3,11,8,0.1,25.9
3,11,9,0.1,9.600000000000001
3,11,10,0.1,-13.400000000000006
3,11,11,0.5,-46.0
3,11,13,0.1,-55.6
3,12,1,0.1,151.0
3,12,9,0.1,20.6
3,12,10,0.1,4.299999999999997
3,12,11,0.1,-24.0
3,12,12,0.5,-56.599999999999994
3,12,14,0.1,-60.9
3,13,1,0.1,162.0
3,13,10,0.1,15.299999999999997
3,13,11,0.1,-1.0
3,13,12,0.1,-34.599999999999994
3,13,13,0.5,-67.19999999999999
3,13,15,0.1,-66.2
3,14,1,0.1,173.0
3,14,11,0.1,10.0
3,14,12,0.1,-6.299999999999997
3,14,13,0.1,-45.19999999999999
3,14,14,0.5,-77.80000000000001
3,14,16,0.1,-71.5
3,15,1,0.1,184.0
3,15,12,0.1,4.700000000000003
3,15,13,0.1,-11.599999999999994
3,15,14,0.1,-55.80000000000001
3,15,15,0.5,-88.4
3,15,17,0.1,-76.8
3,16,1,0.1,195.0
3,16,13,0.1,-0.5999999999999943
3,16,14,0.1,-16.900000000000006
3,16,15,0.1,-66.4
3,16,16,0.5,-99.0
3,16,18,0.1,-82.1
3,17,1,0.1,206.0
3,17,14,0.1,-5.900000000000006
3,17,15,0.1,-22.200000000000003
3,17,16,0.1,-77.0
3,17,17,0.5,-109.6
3,17,19,0.1,-87.4
3,18,1,0.1,217.0
3,18,15,0.1,-11.200000000000003
3,18,16,0.1,-27.5
3,18,17,0.1,-87.6
3,18,18,0.5,-120.19999999999999
3,18,20,0.1,-92.7
3,19,1,0.1,228.0
3,19,16,0.1,-16.5
3,19,17,0.1,-32.8
3,19,18,0.1,-98.19999999999999
3,19,19,0.5,-130.8
3,19,21,0.1,-98.0
3,20,1,0.1,239.0
3,20,17,0.1,-21.799999999999997
3,20,18,0.1,-38.099999999999994
3,20,19,0.1,-108.80000000000001
3,20,20,0.5,-141.4
3,20,22,0.1,-103.3
3,21,1,0.1,250.0
3,21,18,0.1,-27.099999999999994
3,21,19,0.1,-43.400000000000006
3,21,20,0.1,-119.4
3,21,21,0.5,-152.0
3,21,23,0.1,-108.6
3,22,1,0.1,261.0
3,22,19,0.1,-32.400000000000006
3,22,20,0.1,-48.7
3,22,21,0.1,-130.0
3,22,22,0.5,-162.6
3,22,24,0.1,-113.9
3,23,1,0.1,272.0
3,23,20,0.1,-37.7
3,23,21,0.1,-54.0
3,23,22,0.1,-140.6
3,23,23,0.5,-173.2
3,23,25,0.1,-119.2
3,24,1,0.1,283.0
3,24,21,0.1,-43.0
3,24,22,0.1,-59.3
3,24,23,0.1,-151.2
3,24,24,0.5,-183.8
3,24,26,0.1,-124.5
3,25,1,0.1,294.0
3,25,22,0.1,-48.30000000000001
3,25,23,0.1,-64.6
3,25,24,0.1,-161.8
3,25,25,0.5,-194.39999999999998
3,25,27,0.1,-129.8
3,26,1,0.1,305.0
3,26,23,0.1,-53.599999999999994
3,26,24,0.1,-69.9
3,26,25,0.1,-172.39999999999998
3,26,26,0.5,-205.0
3,26,28,0.1,-135.1
3,27,1,0.1,316.0
3,27,24,0.1,-58.900000000000006
3,27,25,0.1,-75.19999999999999
3,27,26,0.1,-183.0
3,27,27,0.5,-215.60000000000002
3,27,29,0.1,-140.4
3,28,1,0.1,327.0
3,28,25,0.1,-64.19999999999999
3,28,26,0.1,-80.5
3,28,27,0.1,-193.60000000000002
3,28,28,0.5,-226.2
3,28,30,0.1,-145.7
3,29,1,0.1,338.0
3,29,26,0.1,-69.5
3,29,27,0.1,-85.80000000000001
3,29,28,0.1,-204.2
3,29,29,0.5,-236.8
3,29,31,0.1,-151.0
3,30,2,0.1,332.7
3,30,27,0.1,-74.80000000000001
3,30,28,0.1,-91.1
3,30,29,0.1,-214.8
3,30,30,0.5,-247.39999999999998
3,30,32,0.1,-156.3
3,31,3,0.1,327.4
3,31,28,0.1,-80.1
3,31,29,0.1,-96.4
3,31,30,0.1,-225.39999999999998
3,31,31,0.5,-258.0
3,31,33,0.1,-161.6
3,32,4,0.1,322.1
3,32,29,0.1,-85.4
3,32,30,0.1,-101.69999999999999
3,32,31,0.1,-236.0
3,32,32,0.5,-268.6
3,32,34,0.1,-166.9
3,33,5,0.1,316.8
3,33,30,0.1,-90.69999999999999
3,33,31,0.1,-107.0
3,33,32,0.1,-246.60000000000002
3,33,33,0.5,-279.2
3,33,35,0.1,-172.2
3,34,6,0.1,311.5
3,34,31,0.1,-96.0
3,34,32,0.1,-112.30000000000001
3,34,33,0.1,-257.2
3,34,34,0.5,-289.8
3,34,36,0.1,-177.5
3,35,7,0.1,306.2
3,35,32,0.1,-101.30000000000001
3,35,33,0.1,-117.6
3,35,34,0.1,-267.8
3,35,35,0.5,-300.4
3,35,37,0.1,-182.8
3,36,8,0.1,300.9
3,36,33,0.1,-106.6
3,36,34,0.1,-122.9
3,36,35,0.1,-278.4
3,36,36,0.5,-311.0
3,36,38,0.1,-188.1
3,37,9,0.1,295.6
3,37,34,0.1,-111.9
3,37,35,0.1,-128.2
3,37,36,0.1,-289.0
3,37,37,0.5,-321.6
3,37,39,0.1,-193.4
3,38,10,0.1,290.3
3,38,35,0.1,-117.19999999999999
3,38,36,0.1,-133.5
3,38,37,0.1,-299.6
3,38,38,0.5,-332.2
3,38,40,0.1,-198.7
3,39,11,0.1,285.0
3,39,36,0.1,-122.5
3,39,37,0.1,-138.8
3,39,38,0.1,-310.2
3,39,39,0.5,-342.8
3,39,41,0.1,-204.0
3,40,12,0.1,279.7
3,40,37,0.1,-127.80000000000001
3,40,38,0.1,-144.1
3,40,39,0.1,-320.8
3,40,40,0.5,-353.4
3,40,42,0.1,-209.3
3,41,13,0.1,274.4
3,41,38,0.1,-133.1
3,41,39,0.1,-149.4
3,41,40,0.1,-331.4
3,41,41,0.5,-364.0
3,41,43,0.1,-214.6
3,42,14,0.1,269.1
3,42,39,0.1,-138.4
3,42,40,0.1,-154.7
3,42,41,0.1,-342.0
3,42,42,0.5,-374.6
3,42,44,0.1,-219.9
3,43,15,0.1,263.8
3,43,40,0.1,-143.7
3,43,41,0.1,-160.0
3,43,42,0.1,-352.6
3,43,43,0.5,-385.2
3,43,45,0.1,-225.2
3,44,16,0.1,258.5
3,44,41,0.1,-149.0
3,44,42,0.1,-165.3
3,44,43,0.1,-363.2
3,44,44,0.5,-395.8
3,44,46,0.1,-230.5
3,45,17,0.1,253.2
3,45,42,0.1,-154.3
3,45,43,0.1,-170.6
3,45,44,0.1,-373.8
3,45,45,0.5,-406.4
3,45,47,0.1,-235.8
3,46,18,0.1,247.9
3,46,43,0.1,-159.6
3,46,44,0.1,-175.9
3,46,45,0.1,-384.4
3,46,46,0.5,-417.0
3,46,48,0.1,-241.1
3,47,19,0.1,242.6
3,47,44,0.1,-164.9
3,47,45,0.1,-181.2
3,47,46,0.1,-395.0
3,47,47,0.5,-427.6
3,47,49,0.1,-246.4
3,48,20,0.1,237.3
3,48,45,0.1,-170.2
3,48,46,0.1,-186.5
3,48,47,0.1,-405.6
3,48,48,0.5,-438.2
3,48,50,0.1,-251.7
3,49,21,0.1,232.0
3,49,46,0.1,-175.5
3,49,47,0.1,-191.8
3,49,48,0.1,-416.20000000000005
3,49,49,0.5,-448.79999999999995
3,49,51,0.1,-257.0
3,50,22,0.1,226.7
3,50,47,0.1,-180.8
3,50,48,0.1,-197.10000000000002
3,50,49,0.1,-426.79999999999995
3,50,50,0.5,-459.4
3,50,52,0.1,-262.3
3,51,23,0.1,221.39999999999998
3,51,48,0.1,-186.10000000000002
3,51,49,0.1,-202.39999999999998
3,51,50,0.1,-437.4
3,51,51,0.5,-470.0
3,51,53,0.1,-267.6
4,1,1,0.4,240.0
4,1,2,0.5,63.4
4,1,4,0.1,-0.8999999999999999
4,2,1,0.3,171.0
4,2,2,0.1,81.4
4,2,3,0.5,48.8
4,2,5,0.1,-8.2
4,3,1,0.2,136.0
4,3,2,0.1,51.7
4,3,3,0.1,70.8
4,3,4,0.5,38.2
4,3,6,0.1,-13.5
4,4,1,0.1,79.0
4,4,2,0.1,62.7
4,4,3,0.1,46.4
4,4,4,0.1,60.2
4,4,5,0.5,27.6
4,4,7,0.1,-18.8
4,5,1,0.1,90.0
4,5,3,0.1,57.4
4,5,4,0.1,41.1
