idstatefrom,idaction,idstateto,probability,reward
2,5,6,4.5399933387e-5,-10.7
2,6,1,0.932914031764963,17.0
2,6,2,0.037833277822602,11.96
2,6,3,0.018916638911301,6.92
2,6,4,0.00756665556452,1.879999999999999
2,6,5,0.002269996669356,-3.16
2,6,6,0.000453999333871,-8.200000000000001
2,6,7,4.5399933387e-5,-13.240000000000002
2,7,1,0.869858568727293,19.5
2,7,2,0.06305546303767,14.46
2,7,3,0.037833277822602,9.420000000000002
2,7,4,0.018916638911301,4.379999999999999
2,7,5,0.00756665556452,-0.6600000000000001
2,7,6,0.002269996669356,-5.700000000000001
2,7,7,0.000453999333871,-10.740000000000002
2,7,8,4.5399933387e-5,-15.78
2,8,1,0.779779335816336,22.00000000000001
2,8,2,0.090079232910957,16.96
2,8,3,0.06305546303767,11.920000000000002
2,8,4,0.037833277822602,6.880000000000006
2,8,5,0.018916638911301,1.8400000000000036
2,8,6,0.00756665556452,-3.199999999999997
2,8,7,0.002269996669356,-8.239999999999998
2,8,8,0.000453999333871,-13.28
2,8,9,4.5399933387e-5,-18.32
2,9,1,0.66718029467764,24.500000000000004
2,9,2,0.112599041138696,19.46
2,9,3,0.090079232910957,14.419999999999998
2,9,4,0.06305546303767,9.380000000000004
2,9,5,0.037833277822602,4.340000000000003
2,9,6,0.018916638911301,-0.6999999999999993
2,9,7,0.00756665556452,-5.74
2,9,8,0.002269996669356,-10.78
2,9,9,0.000453999333871,-15.82
2,9,10,4.5399933387e-5,-20.86
2,10,1,0.542070248967978,27.000000000000004
2,10,2,0.125110045709662,21.96
2,10,3,0.112599041138696,16.919999999999998
2,10,4,0.090079232910957,11.88
2,10,5,0.06305546303767,6.84
2,10,6,0.037833277822602,1.8000000000000007
2,10,7,0.018916638911301,-3.240000000000002
2,10,8,0.00756665556452,-8.280000000000003
2,10,9,0.002269996669356,-13.32
2,10,10,0.000453999333871,-18.36
2,10,11,4.5399933387e-5,-23.4
2,11,1,0.416960203258316,29.5
2,11,2,0.125110045709662,24.460000000000004
2,11,3,0.125110045709662,19.42
2,11,4,0.112599041138696,14.380000000000004
2,11,5,0.090079232910957,9.34
2,11,6,0.06305546303767,4.300000000000001
2,11,7,0.037833277822602,-0.7399999999999984
2,11,8,0.018916638911301,-5.780000000000001
2,11,9,0.00756665556452,-10.82
2,11,10,0.002269996669356,-15.86
2,11,11,0.000453999333871,-20.9
2,11,12,4.5399933387e-5,-25.94
3,1,1,0.999500600732742,9.979999999999997
3,1,2,0.000453999333871,4.94
3,1,3,4.5399933387e-5,-0.1
3,2,1,0.997230604063386,11.99
3,2,2,0.002269996669356,6.95
3,2,3,0.000453999333871,1.91
3,2,4,4.5399933387e-5,-3.1300000000000003
3,3,1,0.989663948498866,14.490000000000004
3,3,2,0.00756665556452,9.45
3,3,3,0.002269996669356,4.41
3,3,4,0.000453999333871,-0.6300000000000008
3,3,5,4.5399933387e-5,-5.670000000000001
3,4,1,0.970747309587565,16.990000000000006
3,4,2,0.018916638911301,11.95
3,4,3,0.00756665556452,6.91
3,4,4,0.002269996669356,1.8699999999999992
3,4,5,0.000453999333871,-3.17
3,4,6,4.5399933387e-5,-8.21
3,5,1,0.932914031764963,19.49000000000001
3,5,2,0.037833277822602,14.45
3,5,3,0.018916638911301,9.41
3,5,4,0.00756665556452,4.369999999999999
3,5,5,0.002269996669356,-0.6699999999999999
3,5,6,0.000453999333871,-5.710000000000001
3,5,7,4.5399933387e-5,-10.750000000000002
3,6,1,0.869858568727293,21.989999999999988
3,6,2,0.06305546303767,16.95
3,6,3,0.037833277822602,11.910000000000002
3,6,4,0.018916638911301,6.869999999999999
3,6,5,0.00756665556452,1.83
3,6,6,0.002269996669356,-3.210000000000001
3,6,7,0.000453999333871,-8.250000000000002
3,6,8,4.5399933387e-5,-13.29
3,7,1,0.779779335816336,24.49000000000001
3,7,2,0.090079232910957,19.45
3,7,3,0.06305546303767,14.41
3,7,4,0.037833277822602,9.37
3,7,5,0.018916638911301,4.33
3,7,6,0.00756665556452,-0.7100000000000009
3,7,7,0.002269996669356,-5.750000000000002
3,7,8,0.000453999333871,-10.79
3,7,9,4.5399933387e-5,-15.830000000000002
3,8,1,0.66718029467764,26.99000000000001
3,8,2,0.112599041138696,21.950000000000003
3,8,3,0.090079232910957,16.91
3,8,4,0.06305546303767,11.870000000000005
3,8,5,0.037833277822602,6.830000000000005
3,8,6,0.018916638911301,1.7900000000000027
3,8,7,0.00756665556452,-3.2499999999999982
3,8,8,0.002269996669356,-8.29
3,8,9,0.000453999333871,-13.329999999999997
3,8,10,4.5399933387e-5,-18.37
3,9,1,0.542070248967978,29.490000000000013
3,9,2,0.125110045709662,24.450000000000003
3,9,3,0.112599041138696,19.41
3,9,4,0.090079232910957,14.37
3,9,5,0.06305546303767,9.330000000000002
3,9,6,0.037833277822602,4.290000000000003
3,9,7,0.018916638911301,-0.75
3,9,8,0.00756665556452,-5.790000000000001
3,9,9,0.002269996669356,-10.829999999999998
3,9,10,0.000453999333871,-15.87
3,9,11,4.5399933387e-5,-20.91
3,10,1,0.416960203258316,31.990000000000016
3,10,2,0.125110045709662,26.950000000000003
3,10,3,0.125110045709662,21.91
3,10,4,0.112599041138696,16.87
3,10,5,0.090079232910957,11.829999999999998
3,10,6,0.06305546303767,6.789999999999999
3,10,7,0.037833277822602,1.75
3,10,8,0.018916638911301,-3.2900000000000027
3,10,9,0.00756665556452,-8.33
3,10,10,0.002269996669356,-13.37
3,10,11,0.000453999333871,-18.410000000000004
3,10,12,4.5399933387e-5,-23.450000000000003
3,11,1,0.303223798067714,34.49000000000001
3,11,2,0.113736405190602,29.45
3,11,3,0.125110045709662,24.410000000000004
3,11,4,0.125110045709662,19.370000000000005
3,11,5,0.112599041138696,14.330000000000002
3,11,6,0.090079232910957,9.29
3,11,7,0.06305546303767,4.25
3,11,8,0.037833277822602,-0.7899999999999991
3,11,9,0.018916638911301,-5.829999999999998
3,11,10,0.00756665556452,-10.87
3,11,11,0.002269996669356,-15.91
3,11,12,0.000453999333871,-20.950000000000003
3,11,13,4.5399933387e-5,-25.99
4,1,1,0.997230604063386,14.970000000000006
4,1,2,0.002269996669356,9.93
4,1,3,0.000453999333871,4.890000000000001
4,1,4,4.5399933387e-5,-0.15
4,2,1,0.989663948498866,16.98
4,2,2,0.00756665556452,11.94
4,2,3,0.002269996669356,6.9
4,2,4,0.000453999333871,1.86
4,2,5,4.5399933387e-5,-3.1800000000000006
4,3,1,0.970747309587565,19.48
4,3,2,0.018916638911301,14.44
4,3,3,0.00756665556452,9.4
4,3,4,0.002269996669356,4.359999999999999
4,3,5,0.000453999333871,-0.6800000000000006
4,3,6,4.5399933387e-5,-5.720000000000001
4,4,1,0.932914031764963,21.97999999999999
4,4,2,0.037833277822602,16.94
4,4,3,0.018916638911301,11.9
4,4,4,0.00756665556452,6.859999999999999
4,4,5,0.002269996669356,1.8200000000000005
4,4,6,0.000453999333871,-3.2200000000000006
4,4,7,4.5399933387e-5,-8.260000000000002
4,5,1,0.869858568727293,24.479999999999983
4,5,2,0.06305546303767,19.44
4,5,3,0.037833277822602,14.400000000000002
4,5,4,0.018916638911301,9.36
4,5,5,0.00756665556452,4.32
4,5,6,0.002269996669356,-0.7200000000000006
4,5,7,0.000453999333871,-5.760000000000002
4,5,8,4.5399933387e-5,-10.8
4,6,1,0.779779335816336,26.98
4,6,2,0.090079232910957,21.94
4,6,3,0.06305546303767,16.9
4,6,4,0.037833277822602,11.86
4,6,5,0.018916638911301,6.82
4,6,6,0.00756665556452,1.7799999999999994
4,6,7,0.002269996669356,-3.2600000000000016
4,6,8,0.000453999333871,-8.3
4,6,9,4.5399933387e-5,-13.340000000000002
4,7,1,0.66718029467764,29.48000000000001
4,7,2,0.112599041138696,24.44
4,7,3,0.090079232910957,19.4
4,7,4,0.06305546303767,14.36
4,7,5,0.037833277822602,9.320000000000002
4,7,6,0.018916638911301,4.279999999999999
4,7,7,0.00756665556452,-0.7600000000000016
4,7,8,0.002269996669356,-5.800000000000001
4,7,9,0.000453999333871,-10.840000000000002
4,7,10,4.5399933387e-5,-15.88
4,8,1,0.542070248967978,31.98000000000001
4,8,2,0.125110045709662,26.940000000000005
4,8,3,0.112599041138696,21.9
4,8,4,0.090079232910957,16.860000000000003
4,8,5,0.06305546303767,11.820000000000004
4,8,6,0.037833277822602,6.780000000000005
4,8,7,0.018916638911301,1.740000000000002
4,8,8,0.00756665556452,-3.299999999999999
4,8,9,0.002269996669356,-8.339999999999996
4,8,10,0.000453999333871,-13.379999999999995
4,8,11,4.5399933387e-5,-18.42
4,9,1,0.416960203258316,34.480000000000004
4,9,2,0.125110045709662,29.440000000000005
4,9,3,0.125110045709662,24.4
4,9,4,0.112599041138696,19.360000000000003
4,9,5,0.090079232910957,14.32
4,9,6,0.06305546303767,9.28
4,9,7,0.037833277822602,4.240000000000002
4,9,8,0.018916638911301,-0.8000000000000007
4,9,9,0.00756665556452,-5.839999999999998
4,9,10,0.002269996669356,-10.88
4,9,11,0.000453999333871,-15.92
4,9,12,4.5399933387e-5,-20.96
4,10,1,0.303223798067714,36.98000000000002
4,10,2,0.113736405190602,31.94
4,10,3,0.125110045709662,26.9
4,10,4,0.125110045709662,21.860000000000003
4,10,5,0.112599041138696,16.82
4,10,6,0.090079232910957,11.779999999999998
4,10,7,0.06305546303767,6.739999999999998
4,10,8,0.037833277822602,1.6999999999999993
4,10,9,0.018916638911301,-3.34
4,10,10,0.00756665556452,-8.38
4,10,11,0.002269996669356,-13.420000000000002
4,10,12,0.000453999333871,-18.46
4,10,13,4.5399933387e-5,-23.500000000000004
4,11,1,0.208443460408879,39.47999999999997
4,11,2,0.094780337658835,34.44
4,11,3,0.113736405190602,29.4
4,11,4,0.125110045709662,24.360000000000007
4,11,5,0.125110045709662,19.320000000000004
4,11,6,0.112599041138696,14.28
4,11,7,0.090079232910957,9.239999999999998
4,11,8,0.06305546303767,4.199999999999999
4,11,9,0.037833277822602,-0.8399999999999963
4,11,10,0.018916638911301,-5.879999999999999
4,11,11,0.00756665556452,-10.92
4,11,12,0.002269996669356,-15.96
4,11,13,0.000453999333871,-21.0
4,11,14,4.5399933387e-5,-26.04
5,1,1,0.989663948498866,19.96
5,1,2,0.00756665556452,14.92
5,1,3,0.002269996669356,9.88
5,1,4,0.000453999333871,4.84
5,1,5,4.5399933387e-5,-0.2
5,2,1,0.970747309587565,21.97
5,2,2,0.018916638911301,16.93
5,2,3,0.00756665556452,11.89
5,2,4,0.002269996669356,6.85
5,2,5,0.000453999333871,1.81
5,2,6,4.5399933387e-5,-3.2300000000000004
5,3,1,0.932914031764963,24.47
5,3,2,0.037833277822602,19.430000000000003
5,3,3,0.018916638911301,14.39
5,3,4,0.00756665556452,9.35
5,3,5,0.002269996669356,4.31
5,3,6,0.000453999333871,-0.7300000000000004
5,3,7,4.5399933387e-5,-5.7700000000000005
5,4,1,0.869858568727293,26.96999999999999
5,4,2,0.06305546303767,21.93
5,4,3,0.037833277822602,16.89
5,4,4,0.018916638911301,11.85
5,4,5,0.00756665556452,6.8100000000000005
5,4,6,0.002269996669356,1.7699999999999996
5,4,7,0.000453999333871,-3.2700000000000014
5,4,8,4.5399933387e-5,-8.31
5,5,1,0.779779335816336,29.46999999999999
5,5,2,0.090079232910957,24.43
5,5,3,0.06305546303767,19.39
5,5,4,0.037833277822602,14.35
5,5,5,0.018916638911301,9.31
5,5,6,0.00756665556452,4.27
5,5,7,0.002269996669356,-0.7700000000000014
5,5,8,0.000453999333871,-5.8100000000000005
5,5,9,4.5399933387e-5,-10.85
5,6,1,0.66718029467764,31.97000000000001
5,6,2,0.112599041138696,26.93
5,6,3,0.090079232910957,21.89
5,6,4,0.06305546303767,16.85
5,6,5,0.037833277822602,11.810000000000002
5,6,6,0.018916638911301,6.77
5,6,7,0.00756665556452,1.7299999999999986
5,6,8,0.002269996669356,-3.3100000000000005
5,6,9,0.000453999333871,-8.350000000000001
5,6,10,4.5399933387e-5,-13.39
5,7,1,0.542070248967978,34.47
5,7,2,0.125110045709662,29.43
5,7,3,0.112599041138696,24.39
5,7,4,0.090079232910957,19.35
5,7,5,0.06305546303767,14.31
5,7,6,0.037833277822602,9.27
5,7,7,0.018916638911301,4.229999999999999
5,7,8,0.00756665556452,-0.8100000000000005
5,7,9,0.002269996669356,-5.850000000000001
5,7,10,0.000453999333871,-10.89
5,7,11,4.5399933387e-5,-15.93
5,8,1,0.416960203258316,36.97
5,8,2,0.125110045709662,31.930000000000007
5,8,3,0.125110045709662,26.890000000000004
5,8,4,0.112599041138696,21.850000000000005
5,8,5,0.090079232910957,16.810000000000002
5,8,6,0.06305546303767,11.770000000000003
5,8,7,0.037833277822602,6.730000000000004
5,8,8,0.018916638911301,1.6900000000000013
5,8,9,0.00756665556452,-3.349999999999996
5,8,10,0.002269996669356,-8.389999999999997
5,8,11,0.000453999333871,-13.429999999999998
5,8,12,4.5399933387e-5,-18.47
5,9,1,0.303223798067714,39.47000000000002
5,9,2,0.113736405190602,34.43
5,9,3,0.125110045709662,29.390000000000004
5,9,4,0.125110045709662,24.350000000000005
5,9,5,0.112599041138696,19.31
5,9,6,0.090079232910957,14.27
5,9,7,0.06305546303767,9.23
5,9,8,0.037833277822602,4.190000000000001
5,9,9,0.018916638911301,-0.8499999999999979
5,9,10,0.00756665556452,-5.889999999999999
5,9,11,0.002269996669356,-10.93
5,9,12,0.000453999333871,-15.97
5,9,13,4.5399933387e-5,-21.01
5,10,1,0.208443460408879,41.96999999999999
5,10,2,0.094780337658835,36.93
5,10,3,0.113736405190602,31.89
5,10,4,0.125110045709662,26.850000000000005
5,10,5,0.125110045709662,21.81
5,10,6,0.112599041138696,16.77
5,10,7,0.090079232910957,11.729999999999997
5,10,8,0.06305546303767,6.689999999999998
5,10,9,0.037833277822602,1.650000000000002
5,10,10,0.018916638911301,-3.390000000000001
5,10,11,0.00756665556452,-8.430000000000001
5,10,12,0.002269996669356,-13.470000000000002
5,10,13,0.000453999333871,-18.510000000000005
5,10,14,4.5399933387e-5,-23.55
5,11,1,0.135535508363621,44.46999999999996
5,11,2,0.072907952045258,39.43000000000001
5,11,3,0.094780337658835,34.39
5,11,4,0.113736405190602,29.35
5,11,5,0.125110045709662,24.31000000000001
5,11,6,0.125110045709662,19.270000000000003
5,11,7,0.112599041138696,14.23
5,11,8,0.090079232910957,9.189999999999998
5,11,9,0.06305546303767,4.150000000000002
5,11,10,0.037833277822602,-0.889999999999997
5,11,11,0.018916638911301,-5.93
5,11,12,0.00756665556452,-10.97
5,11,13,0.002269996669356,-16.01
5,11,14,0.000453999333871,-21.05
5,11,15,4.5399933387e-5,-26.09
6,1,1,0.970747309587565,24.95
6,1,2,0.018916638911301,19.91
6,1,3,0.00756665556452,14.87
6,1,4,0.002269996669356,9.83
6,1,5,0.000453999333871,4.79
6,1,6,4.5399933387e-5,-0.25
6,2,1,0.932914031764963,26.95999999999999
6,2,2,0.037833277822602,21.92
6,2,3,0.018916638911301,16.88
6,2,4,0.00756665556452,11.84
6,2,5,0.002269996669356,6.8
6,2,6,0.000453999333871,1.7599999999999998
6,2,7,4.5399933387e-5,-3.28
6,3,1,0.869858568727293,29.46
6,3,2,0.06305546303767,24.42
6,3,3,0.037833277822602,19.380000000000003
6,3,4,0.018916638911301,14.34
6,3,5,0.00756665556452,9.3
6,3,6,0.002269996669356,4.26
6,3,7,0.000453999333871,-0.7800000000000002
6,3,8,4.5399933387e-5,-5.82
6,4,1,0.779779335816336,31.96000000000001
6,4,2,0.090079232910957,26.92
6,4,3,0.06305546303767,21.880000000000003
6,4,4,0.037833277822602,16.840000000000003
6,4,5,0.018916638911301,11.8
6,4,6,0.00756665556452,6.76
6,4,7,0.002269996669356,1.7199999999999989
6,4,8,0.000453999333871,-3.3200000000000003
6,4,9,4.5399933387e-5,-8.360000000000001
6,5,1,0.66718029467764,34.46
6,5,2,0.112599041138696,29.42
6,5,3,0.090079232910957,24.38
6,5,4,0.06305546303767,19.34
6,5,5,0.037833277822602,14.300000000000002
6,5,6,0.018916638911301,9.26
6,5,7,0.00756665556452,4.219999999999999
6,5,8,0.002269996669356,-0.8200000000000003
6,5,9,0.000453999333871,-5.860000000000001
6,5,10,4.5399933387e-5,-10.9
6,6,1,0.542070248967978,36.95999999999999
6,6,2,0.125110045709662,31.92
6,6,3,0.112599041138696,26.880000000000003
6,6,4,0.090079232910957,21.84
6,6,5,0.06305546303767,16.8
6,6,6,0.037833277822602,11.760000000000002
6,6,7,0.018916638911301,6.719999999999999
6,6,8,0.00756665556452,1.6799999999999995
6,6,9,0.002269996669356,-3.360000000000001
6,6,10,0.000453999333871,-8.4
6,6,11,4.5399933387e-5,-13.44
6,7,1,0.416960203258316,39.46000000000002
6,7,2,0.125110045709662,34.42
6,7,3,0.125110045709662,29.380000000000003
6,7,4,0.112599041138696,24.34
6,7,5,0.090079232910957,19.3
6,7,6,0.06305546303767,14.26
6,7,7,0.037833277822602,9.22
6,7,8,0.018916638911301,4.18
6,7,9,0.00756665556452,-0.8600000000000012
6,7,10,0.002269996669356,-5.9
6,7,11,0.000453999333871,-10.94
6,7,12,4.5399933387e-5,-15.980000000000002
6,8,1,0.303223798067714,41.96000000000003
6,8,2,0.113736405190602,36.92
6,8,3,0.125110045709662,31.88000000000001
6,8,4,0.125110045709662,26.840000000000007
6,8,5,0.112599041138696,21.800000000000004
6,8,6,0.090079232910957,16.76
6,8,7,0.06305546303767,11.720000000000002
6,8,8,0.037833277822602,6.680000000000003
6,8,9,0.018916638911301,1.640000000000004
6,8,10,0.00756665556452,-3.399999999999997
6,8,11,0.002269996669356,-8.439999999999998
6,8,12,0.000453999333871,-13.48
6,8,13,4.5399933387e-5,-18.52
6,9,1,0.208443460408879,44.45999999999999
6,9,2,0.094780337658835,39.42
6,9,3,0.113736405190602,34.379999999999995
6,9,4,0.125110045709662,29.340000000000007
6,9,5,0.125110045709662,24.300000000000004
6,9,6,0.112599041138696,19.26
6,9,7,0.090079232910957,14.22
6,9,8,0.06305546303767,9.18
6,9,9,0.037833277822602,4.140000000000004
6,9,10,0.018916638911301,-0.8999999999999986
6,9,11,0.00756665556452,-5.94
6,9,12,0.002269996669356,-10.98
6,9,13,0.000453999333871,-16.020000000000003
6,9,14,4.5399933387e-5,-21.06
6,10,1,0.135535508363621,46.959999999999965
6,10,2,0.072907952045258,41.92
6,10,3,0.094780337658835,36.88
6,10,4,0.113736405190602,31.84
6,10,5,0.125110045709662,26.800000000000004
6,10,6,0.125110045709662,21.76
6,10,7,0.112599041138696,16.72
6,10,8,0.090079232910957,11.679999999999996
6,10,9,0.06305546303767,6.640000000000001
6,10,10,0.037833277822602,1.6000000000000014
6,10,11,0.018916638911301,-3.4400000000000013
6,10,12,0.00756665556452,-8.480000000000002
6,10,13,0.002269996669356,-13.520000000000003
6,10,14,0.000453999333871,-18.56
6,10,15,4.5399933387e-5,-23.6
6,11,1,0.083458399759863,49.46000000000002
6,11,2,0.052077108603756,44.42
6,11,3,0.072907952045258,39.38
6,11,4,0.094780337658835,34.34
6,11,5,0.113736405190602,29.3
6,11,6,0.125110045709664,24.260000000000005
6,11,7,0.125110045709662,19.22
6,11,8,0.112599041138696,14.18
6,11,9,0.090079232910957,9.14
6,11,10,0.06305546303767,4.100000000000001
6,11,11,0.037833277822602,-0.9399999999999976
6,11,12,0.018916638911301,-5.98
6,11,13,0.00756665556452,-11.02
6,11,14,0.002269996669356,-16.06
6,11,15,0.000453999333871,-21.1
6,11,16,4.5399933387e-5,-26.14
7,1,1,0.932914031764963,29.939999999999987
7,1,2,0.037833277822602,24.9
7,1,3,0.018916638911301,19.86
7,1,4,0.00756665556452,14.82
7,1,5,0.002269996669356,9.78
7,1,6,0.000453999333871,4.74
7,1,7,4.5399933387e-5,-0.3
7,2,1,0.869858568727293,31.950000000000003
7,2,2,0.06305546303767,26.91
7,2,3,0.037833277822602,21.87
7,2,4,0.018916638911301,16.830000000000002
7,2,5,0.00756665556452,11.79
7,2,6,0.002269996669356,6.75
7,2,7,0.000453999333871,1.71
7,2,8,4.5399933387e-5,-3.3300000000000005
7,3,1,0.779779335816336,34.45
7,3,2,0.090079232910957,29.41
7,3,3,0.06305546303767,24.37
7,3,4,0.037833277822602,19.33
7,3,5,0.018916638911301,14.29
7,3,6,0.00756665556452,9.25
7,3,7,0.002269996669356,4.21
7,3,8,0.000453999333871,-0.8300000000000001
7,3,9,4.5399933387e-5,-5.870000000000001
7,4,1,0.66718029467764,36.95
7,4,2,0.112599041138696,31.91
7,4,3,0.090079232910957,26.87
7,4,4,0.06305546303767,21.83
7,4,5,0.037833277822602,16.790000000000003
7,4,6,0.018916638911301,11.75
7,4,7,0.00756665556452,6.709999999999999
7,4,8,0.002269996669356,1.67
7,4,9,0.000453999333871,-3.370000000000001
7,4,10,4.5399933387e-5,-8.41
7,5,1,0.542070248967978,39.44999999999999
7,5,2,0.125110045709662,34.410000000000004
7,5,3,0.112599041138696,29.37
7,5,4,0.090079232910957,24.33
7,5,5,0.06305546303767,19.29
7,5,6,0.037833277822602,14.250000000000002
7,5,7,0.018916638911301,9.21
7,5,8,0.00756665556452,4.17
7,5,9,0.002269996669356,-0.870000000000001
7,5,10,0.000453999333871,-5.91
7,5,11,4.5399933387e-5,-10.95
7,6,1,0.416960203258316,41.95000000000001
7,6,2,0.125110045709662,36.91
7,6,3,0.125110045709662,31.870000000000005
7,6,4,0.112599041138696,26.83
7,6,5,0.090079232910957,21.79
7,6,6,0.06305546303767,16.75
7,6,7,0.037833277822602,11.71
7,6,8,0.018916638911301,6.67
7,6,9,0.00756665556452,1.629999999999999
7,6,10,0.002269996669356,-3.41
7,6,11,0.000453999333871,-8.450000000000001
7,6,12,4.5399933387e-5,-13.490000000000002
7,7,1,0.303223798067714,44.45000000000002
7,7,2,0.113736405190602,39.41
7,7,3,0.125110045709662,34.370000000000005
7,7,4,0.125110045709662,29.33
7,7,5,0.112599041138696,24.29
7,7,6,0.090079232910957,19.25
7,7,7,0.06305546303767,14.21
7,7,8,0.037833277822602,9.170000000000002
7,7,9,0.018916638911301,4.129999999999999
7,7,10,0.00756665556452,-0.91
7,7,11,0.002269996669356,-5.950000000000001
7,7,12,0.000453999333871,-10.990000000000002
7,7,13,4.5399933387e-5,-16.03
7,8,1,0.208443460408879,46.94999999999999
7,8,2,0.094780337658835,41.91
7,8,3,0.113736405190602,36.870000000000005
7,8,4,0.125110045709662,31.83000000000001
7,8,5,0.125110045709662,26.790000000000006
7,8,6,0.112599041138696,21.750000000000004
7,8,7,0.090079232910957,16.71
7,8,8,0.06305546303767,11.670000000000002
7,8,9,0.037833277822602,6.630000000000006
7,8,10,0.018916638911301,1.5900000000000034
7,8,11,0.00756665556452,-3.449999999999997
7,8,12,0.002269996669356,-8.489999999999998
7,8,13,0.000453999333871,-13.53
7,8,14,4.5399933387e-5,-18.57
7,9,1,0.135535508363621,49.44999999999997
7,9,2,0.072907952045258,44.41
7,9,3,0.094780337658835,39.370000000000005
7,9,4,0.113736405190602,34.33
7,9,5,0.125110045709662,29.290000000000006
7,9,6,0.125110045709662,24.250000000000004
7,9,7,0.112599041138696,19.21
7,9,8,0.090079232910957,14.169999999999998
7,9,9,0.06305546303767,9.130000000000004
7,9,10,0.037833277822602,4.090000000000003
7,9,11,0.018916638911301,-0.9499999999999992
7,9,12,0.00756665556452,-5.99
7,9,13,0.002269996669356,-11.03
7,9,14,0.000453999333871,-16.07
7,9,15,4.5399933387e-5,-21.11
7,10,1,0.083458399759863,51.95000000000002
7,10,2,0.052077108603756,46.91
7,10,3,0.072907952045258,41.870000000000005
7,10,4,0.094780337658835,36.83
7,10,5,0.113736405190602,31.79
7,10,6,0.125110045709664,26.750000000000004
7,10,7,0.125110045709662,21.71
7,10,8,0.112599041138696,16.669999999999998
7,10,9,0.090079232910957,11.63
7,10,10,0.06305546303767,6.59
7,10,11,0.037833277822602,1.5500000000000007
7,10,12,0.018916638911301,-3.490000000000002
7,10,13,0.00756665556452,-8.530000000000003
7,10,14,0.002269996669356,-13.57
7,10,15,0.000453999333871,-18.61
7,10,16,4.5399933387e-5,-23.65
7,11,1,0.04874032735736,54.45000000000002
