idstatefrom,idaction,idstateto,probability,reward
3,1,5,0.0646,995.9999999999948
3,1,6,0.1261,995.9999999999932
3,1,7,0.1881,996.0000000000424
3,1,8,0.2055,996.000000000047
3,1,9,0.1817,996.0000000000402
3,1,10,0.1173,995.9999999999944
3,1,11,0.0578,995.9999999999956
3,1,12,0.0201,996.0000000000032
3,1,13,0.0051,995.9999999999998
3,1,14,0.0014,996.0
3,1,15,0.0001,996.0
3,2,1,0.0038,196.0000000000002
3,2,2,0.0222,196.00000000000088
3,2,3,0.0581,195.9999999999995
3,2,4,0.1231,195.99999999999943
3,2,5,0.1706,196.00000000000577
3,2,6,0.2118,196.00000000001245
3,2,7,0.1851,196.000000000009
3,2,8,0.1248,195.99999999999943
3,2,9,0.063,195.9999999999995
3,2,10,0.0284,196.0000000000009
3,2,11,0.0067,196.00000000000009
3,2,12,0.0019,195.99999999999997
3,2,13,0.0005,196.0
3,3,1,0.0019,155.99999999999997
3,3,2,0.0154,156.0000000000004
3,3,3,0.0522,155.99999999999858
3,3,4,0.12,155.9999999999972
3,3,5,0.1839,156.0000000000055
3,3,6,0.2199,156.00000000000642
3,3,7,0.1885,156.00000000000574
3,3,8,0.1298,155.9999999999978
3,3,9,0.0576,155.99999999999815
3,3,10,0.0231,156.0000000000004
3,3,11,0.0063,155.99999999999994
3,3,12,0.0011,155.99999999999997
3,3,13,0.0002,156.0
3,3,14,0.0001,156.0
3,4,1,0.0008,115.99999999999989
3,4,2,0.0112,116.00000000000004
3,4,3,0.048,115.99999999999862
3,4,4,0.1115,115.9999999999972
3,4,5,0.1872,116.00000000000372
3,4,6,0.2334,116.00000000000593
3,4,7,0.2,116.0000000000046
3,4,8,0.1327,115.99999999999804
3,4,9,0.0557,115.99999999999818
3,4,10,0.0161,116.00000000000014
3,4,11,0.0024,115.99999999999991
3,4,12,0.0007,115.99999999999989
3,4,13,0.0003,115.99999999999989
3,5,1,0.0002,76.00000000000011
3,5,2,0.0083,76.00000000000007
3,5,3,0.0453,75.99999999999982
3,5,4,0.1121,75.99999999999916
3,5,5,0.202,76.00000000000222
3,5,6,0.2374,76.00000000000297
3,5,7,0.2042,76.00000000000222
3,5,8,0.123,75.99999999999909
3,5,9,0.0496,75.99999999999982
3,5,10,0.0145,76.00000000000024
3,5,11,0.0032,76.00000000000011
3,5,12,0.0002,76.00000000000011
4,1,2,0.0002,991.0
4,1,3,0.0011,990.9999999999998
4,1,4,0.0057,990.9999999999992
4,1,5,0.0185,991.0000000000028
4,1,6,0.0465,990.9999999999932
4,1,7,0.0815,990.9999999999768
4,1,8,0.1288,990.999999999977
4,1,9,0.1649,990.9999999999992
4,1,10,0.177,991.0000000000064
4,1,11,0.1435,990.9999999999844
4,1,12,0.1123,990.9999999999734
4,1,13,0.0658,990.9999999999868
4,1,14,0.0339,991.0000000000013
4,1,15,0.0149,991.000000000002
4,1,16,0.0039,991.0000000000005
4,1,17,0.0013,990.9999999999995
4,1,18,0.0001,991.0
4,1,19,0.0001,991.0
4,2,1,0.0031,191.00000000000009
4,2,2,0.0131,191.0000000000001
4,2,3,0.0419,190.99999999999864
4,2,4,0.074,190.99999999999704
4,2,5,0.131,190.99999999999636
4,2,6,0.1584,191.0000000000005
4,2,7,0.1738,191.0000000000018
4,2,8,0.1517,191.0000000000001
4,2,9,0.1266,190.9999999999954
4,2,10,0.0705,190.99999999999704
4,2,11,0.0349,190.9999999999996
4,2,12,0.0148,191.0000000000001
4,2,13,0.0044,191.00000000000009
4,2,14,0.0016,191.0
4,2,15,0.0001,191.0
4,2,16,0.0001,191.0
4,3,1,0.0016,150.99999999999997
4,3,2,0.0115,151.00000000000006
4,3,3,0.0326,151.0000000000004
4,3,4,0.0774,150.9999999999991
4,3,5,0.1252,150.99999999999858
4,3,6,0.1721,151.00000000000213
4,3,7,0.185,151.0000000000022
4,3,8,0.1716,151.00000000000213
4,3,9,0.1141,150.99999999999906
4,3,10,0.0627,150.9999999999991
4,3,11,0.0306,151.00000000000065
4,3,12,0.0119,151.00000000000006
4,3,13,0.003,151.0
4,3,14,0.0006,151.0
4,3,15,0.0001,151.0
4,4,1,0.0009,110.99999999999986
4,4,2,0.007,110.99999999999984
4,4,3,0.0263,111.0000000000004
4,4,4,0.0661,110.99999999999828
4,4,5,0.1278,110.99999999999676
4,4,6,0.1839,111.00000000000092
4,4,7,0.2085,111.00000000000128
4,4,8,0.1754,111.00000000000068
4,4,9,0.1163,110.99999999999632
4,4,10,0.0576,110.99999999999854
4,4,11,0.0221,111.00000000000033
4,4,12,0.0067,110.99999999999984
4,4,13,0.0012,110.99999999999984
4,4,14,0.0002,110.99999999999989
4,5,1,0.0002,71.00000000000011
4,5,2,0.003,71.00000000000014
4,5,3,0.0194,71.00000000000034
4,5,4,0.0617,70.99999999999936
4,5,5,0.1316,70.9999999999995
4,5,6,0.2048,71.00000000000185
4,5,7,0.2151,71.00000000000186
4,5,8,0.1811,71.00000000000169
4,5,9,0.1125,70.99999999999916
4,5,10,0.0506,70.99999999999955
4,5,11,0.016,71.0000000000003
4,5,12,0.0034,71.00000000000014
4,5,13,0.0006,71.00000000000011
5,1,2,0.0001,984.0
5,1,3,0.0004,984.0
5,1,4,0.0021,984.0000000000002
5,1,5,0.008,983.9999999999987
5,1,6,0.0163,984.000000000002
5,1,7,0.0348,983.9999999999995
5,1,8,0.0571,983.9999999999882
5,1,9,0.0881,983.9999999999776
5,1,10,0.125,983.9999999999752
5,1,11,0.1392,983.9999999999876
5,1,12,0.1428,983.99999999999
5,1,13,0.1344,983.999999999984
5,1,14,0.1016,983.9999999999744
5,1,15,0.0656,983.9999999999862
5,1,16,0.0436,983.9999999999924
5,1,17,0.0239,984.000000000004
5,1,18,0.0096,983.9999999999998
5,1,19,0.0046,984.0000000000005
5,1,20,0.0022,984.0000000000005
5,1,21,0.0004,984.0
5,1,22,0.0002,984.0
5,2,1,0.0027,184.00000000000003
5,2,2,0.0114,184.00000000000017
5,2,3,0.035,184.00000000000023
5,2,4,0.0589,183.99999999999812
5,2,5,0.0943,183.9999999999977
5,2,6,0.1226,183.9999999999966
5,2,7,0.1432,183.9999999999997
5,2,8,0.1523,184.00000000000117
5,2,9,0.1327,183.99999999999804
5,2,10,0.103,183.99999999999724
5,2,11,0.0706,183.99999999999812
5,2,12,0.0379,183.99999999999991
5,2,13,0.0195,184.00000000000065
5,2,14,0.0101,184.00000000000003
5,2,15,0.0044,184.0
5,2,16,0.0008,184.0
5,2,17,0.0005,184.0
5,2,18,0.0001,184.0
5,3,1,0.0023,143.99999999999994
5,3,2,0.0082,143.99999999999994
5,3,3,0.0234,144.00000000000048
5,3,4,0.0522,143.99999999999855
5,3,5,0.0909,143.99999999999787
5,3,6,0.1335,143.99999999999957
5,3,7,0.1636,143.99999999999991
5,3,8,0.1641,143.99999999999991
5,3,9,0.1376,143.99999999999972
5,3,10,0.1028,143.99999999999787
5,3,11,0.0638,143.99999999999835
5,3,12,0.037,143.99999999999977
5,3,13,0.0143,144.0000000000003
5,3,14,0.0041,144.00000000000006
5,3,15,0.0018,143.99999999999997
5,3,16,0.0004,144.0
5,4,1,0.0006,103.99999999999989
5,4,2,0.0051,103.9999999999999
5,4,3,0.0144,104.00000000000004
5,4,4,0.0427,103.99999999999928
5,4,5,0.0865,103.99999999999842
5,4,6,0.1376,103.99999999999902
5,4,7,0.1757,104.00000000000178
5,4,8,0.1869,104.00000000000252
5,4,9,0.1532,103.99999999999956
5,4,10,0.1094,103.99999999999758
5,4,11,0.0532,103.99999999999888
5,4,12,0.0237,104.00000000000026
5,4,13,0.0082,103.9999999999998
5,4,14,0.0022,103.9999999999999
5,4,15,0.0004,103.99999999999989
5,4,16,0.0002,103.99999999999989
5,5,1,0.0003,64.00000000000011
5,5,2,0.0008,64.0000000000001
5,5,3,0.0097,64.00000000000017
5,5,4,0.0344,64.00000000000007
5,5,5,0.0791,64.00000000000001
5,5,6,0.1412,64.00000000000007
5,5,7,0.1976,64.00000000000017
5,5,8,0.2091,64.00000000000021
5,5,9,0.1629,64.00000000000011
5,5,10,0.0974,64.00000000000001
5,5,11,0.0472,64.00000000000001
5,5,12,0.0152,64.00000000000021
5,5,13,0.0043,64.00000000000011
5,5,14,0.0008,64.0000000000001
6,1,3,0.0005,975.0
6,1,4,0.0007,975.0
6,1,5,0.0019,975.0
6,1,6,0.0054,975.0000000000002
6,1,7,0.0154,975.0000000000032
6,1,8,0.0254,975.0000000000048
6,1,9,0.0463,974.9999999999952
6,1,10,0.0732,974.9999999999824
6,1,11,0.0914,974.9999999999786
6,1,12,0.1108,974.9999999999786
6,1,13,0.1256,974.9999999999792
6,1,14,0.1275,974.9999999999808
6,1,15,0.1156,974.9999999999786
6,1,16,0.0961,974.9999999999784
6,1,17,0.0678,974.999999999985
6,1,18,0.0412,974.9999999999984
6,1,19,0.0271,975.0000000000048
6,1,20,0.0154,975.0000000000032
6,1,21,0.007,974.9999999999995
6,1,22,0.0028,975.0000000000006
6,1,23,0.0016,975.0
6,1,24,0.0011,975.0
6,1,25,0.0002,975.0
6,2,2,0.0064,174.99999999999994
6,2,3,0.0231,175.00000000000057
6,2,4,0.048,174.99999999999858
6,2,5,0.0797,174.99999999999736
6,2,6,0.1079,174.99999999999676
6,2,7,0.1296,174.99999999999733
6,2,8,0.1343,174.99999999999827
6,2,9,0.1285,174.99999999999713
6,2,10,0.1121,174.99999999999667
6,2,11,0.084,174.99999999999736
6,2,12,0.0621,174.99999999999793
6,2,13,0.0398,174.9999999999995
6,2,14,0.023,175.00000000000057
6,2,15,0.0123,175.00000000000026
6,2,16,0.0053,175.00000000000009
6,2,17,0.0026,175.00000000000003
6,2,18,0.0008,174.99999999999997
6,2,19,0.0004,175.0
6,2,20,0.0001,175.0
6,3,2,0.0042,135.0
6,3,3,0.0173,135.00000000000023
6,3,4,0.0389,134.99999999999957
6,3,5,0.0757,134.99999999999852
6,3,6,0.1073,134.99999999999852
6,3,7,0.141,135.0000000000004
6,3,8,0.1568,135.0000000000013
6,3,9,0.1409,135.0000000000004
6,3,10,0.1139,134.99999999999852
6,3,11,0.0869,134.99999999999852
6,3,12,0.0561,134.99999999999903
6,3,13,0.0335,134.99999999999997
6,3,14,0.0168,135.00000000000023
6,3,15,0.0069,134.99999999999994
6,3,16,0.0021,134.99999999999997
6,3,17,0.0011,134.99999999999997
6,3,18,0.0004,135.0
6,3,19,0.0002,135.0
6,4,2,0.0033,94.99999999999994
6,4,3,0.0114,95.00000000000006
6,4,4,0.0315,95.00000000000033
6,4,5,0.0638,94.99999999999883
6,4,6,0.1098,94.99999999999808
6,4,7,0.1508,95.00000000000055
6,4,8,0.1696,95.00000000000126
6,4,9,0.1576,95.00000000000092
6,4,10,0.1263,94.99999999999812
6,4,11,0.0867,94.9999999999982
6,4,12,0.0513,94.99999999999918
6,4,13,0.0234,95.00000000000033
6,4,14,0.0101,95.00000000000004
6,4,15,0.0032,94.99999999999994
6,4,16,0.0011,94.99999999999986
6,4,17,0.0001,94.99999999999989
6,5,2,0.0012,55.00000000000011
6,5,3,0.0058,55.000000000000064
6,5,4,0.022,55.000000000000384
6,5,5,0.0576,54.99999999999969
6,5,6,0.1008,54.9999999999991
6,5,7,0.1588,55.00000000000035
6,5,8,0.1969,55.00000000000119
6,5,9,0.1822,55.00000000000093
6,5,10,0.1373,54.999999999999694
6,5,11,0.0756,54.99999999999923
6,5,12,0.0403,55.0
6,5,13,0.0153,55.00000000000031
6,5,14,0.0052,55.000000000000085
6,5,15,0.0009,55.00000000000011
6,5,16,0.0001,55.000000000000114
7,1,4,0.0005,964.0
7,1,5,0.0017,964.0
7,1,6,0.004,964.0000000000008
7,1,7,0.0063,963.9999999999998
7,1,8,0.0113,964.0000000000013
7,1,9,0.0215,964.0000000000022
7,1,10,0.0386,964.0000000000005
7,1,11,0.0509,963.9999999999995
7,1,12,0.0735,963.9999999999962
7,1,13,0.088,963.9999999999958
7,1,14,0.1066,963.9999999999922
7,1,15,0.1115,963.9999999999897
7,1,16,0.1106,963.99999999999
7,1,17,0.1004,963.999999999994
7,1,18,0.0898,963.9999999999956
7,1,19,0.0648,963.999999999996
7,1,20,0.0513,963.9999999999995
7,1,21,0.0312,964.0000000000044
7,1,22,0.0183,964.0000000000026
7,1,23,0.0116,964.0000000000016
7,1,24,0.0042,964.0000000000008
7,1,25,0.002,964.0
7,1,26,0.0009,964.0
7,1,27,0.0003,964.0
7,1,28,0.0002,964.0
7,2,2,0.0068,163.9999999999999
7,2,3,0.0211,164.0000000000006
7,2,4,0.0459,163.99999999999946
7,2,5,0.0749,163.999999999998
7,2,6,0.0939,163.999999999998
7,2,7,0.1066,163.9999999999971
7,2,8,0.1191,163.9999999999969
7,2,9,0.11,163.999999999997
7,2,10,0.1055,163.9999999999972
7,2,11,0.0913,163.999999999998
7,2,12,0.0807,163.999999999998
7,2,13,0.0577,163.9999999999986
7,2,14,0.0356,164.0
7,2,15,0.0229,164.0000000000006
7,2,16,0.0143,164.00000000000043
7,2,17,0.0066,163.9999999999999
7,2,18,0.0038,164.00000000000009
7,2,19,0.0019,163.99999999999991
7,2,20,0.0009,163.99999999999997
7,2,21,0.0004,164.0
7,2,23,0.0001,164.0
7,3,2,0.0052,123.99999999999994
7,3,3,0.0141,124.00000000000011
7,3,4,0.0348,124.00000000000004
7,3,5,0.0645,123.99999999999824
7,3,6,0.0955,123.99999999999756
7,3,7,0.1136,123.99999999999758
7,3,8,0.1283,123.999999999998
7,3,9,0.1339,123.9999999999985
7,3,10,0.1182,123.99999999999758
7,3,11,0.1057,123.99999999999758
7,3,12,0.0739,123.99999999999758
7,3,13,0.0465,123.99999999999942
7,3,14,0.0342,124.00000000000009
7,3,15,0.0178,124.00000000000024
7,3,16,0.0085,123.99999999999994
7,3,17,0.0035,124.00000000000011
7,3,18,0.001,124.0
7,3,19,0.0005,124.0
7,3,20,0.0003,124.0
7,4,2,0.0033,83.99999999999994
7,4,3,0.0103,84.00000000000001
7,4,4,0.0281,84.0000000000001
7,4,5,0.0554,83.99999999999899
7,4,6,0.0849,83.9999999999987
7,4,7,0.1223,83.99999999999838
7,4,8,0.1387,83.99999999999949
7,4,9,0.1536,84.00000000000001
7,4,10,0.1361,83.99999999999929
7,4,11,0.1122,83.99999999999848
7,4,12,0.0719,83.9999999999987
7,4,13,0.0472,83.99999999999928
7,4,14,0.0225,84.0000000000001
7,4,15,0.0085,83.99999999999986
7,4,16,0.0034,83.99999999999994
7,4,17,0.0011,83.99999999999987
7,4,18,0.0005,83.99999999999989
7,5,2,0.0014,44.0000000000001
7,5,3,0.0035,44.00000000000016
7,5,4,0.0167,44.00000000000025
7,5,5,0.0416,44.0
7,5,6,0.0809,43.99999999999945
7,5,7,0.1271,43.99999999999938
7,5,8,0.1675,43.999999999999936
7,5,9,0.1838,44.00000000000001
7,5,10,0.1547,43.99999999999991
7,5,11,0.1097,43.99999999999933
7,5,12,0.0647,43.99999999999951
7,5,13,0.0314,44.00000000000031
7,5,14,0.0125,44.00000000000019
7,5,15,0.0031,44.00000000000015
7,5,16,0.0014,44.0000000000001
8,1,3,0.0001,951.0
8,1,4,0.0007,950.9999999999998
8,1,5,0.0005,951.0
8,1,6,0.002,950.9999999999995
8,1,7,0.0048,951.0
8,1,8,0.0078,950.9999999999984
8,1,9,0.011,951.0000000000016
8,1,10,0.0203,951.000000000003
8,1,11,0.0319,951.0000000000032
8,1,12,0.0416,950.9999999999962
8,1,13,0.0585,950.9999999999948
8,1,14,0.0772,950.9999999999948
8,1,15,0.0871,950.9999999999948
8,1,16,0.0983,950.9999999999948
8,1,17,0.1003,950.9999999999948
8,1,18,0.1008,950.9999999999948
8,1,19,0.0905,950.9999999999948
8,1,20,0.0826,950.9999999999948
8,1,21,0.0562,950.9999999999948
8,1,22,0.0462,950.9999999999956
8,1,23,0.033,951.0000000000022
8,1,24,0.0206,951.000000000003
8,1,25,0.0135,951.0000000000028
8,1,26,0.0067,950.9999999999986
8,1,27,0.0042,951.0000000000002
8,1,28,0.0026,951.0
8,1,29,0.0004,951.0
8,1,30,0.0002,951.0
8,1,31,0.0004,951.0
8,2,2,0.0076,150.9999999999999
8,2,3,0.0192,151.00000000000043
8,2,4,0.0399,150.99999999999943
8,2,5,0.0643,150.9999999999991
8,2,6,0.0865,150.99999999999906
8,2,7,0.0964,150.99999999999906
8,2,8,0.1014,150.99999999999906
8,2,9,0.1036,150.99999999999906
8,2,10,0.0976,150.99999999999906
8,2,11,0.0917,150.99999999999906
8,2,12,0.0854,150.9999999999991
8,2,13,0.0672,150.9999999999991
8,2,14,0.0467,150.99999999999926
8,2,15,0.0334,151.00000000000026
8,2,16,0.0229,151.00000000000043
8,2,17,0.0171,151.00000000000043
8,2,18,0.0097,151.0
8,2,19,0.0042,151.00000000000003
8,2,20,0.0028,151.0
8,2,21,0.0013,150.99999999999997
8,2,22,0.0007,150.99999999999997
8,2,23,0.0003,151.0
8,2,25,0.0001,151.0
8,3,2,0.0048,111.00000000000004
8,3,3,0.0149,111.00000000000044
8,3,4,0.0335,111.00000000000034
8,3,5,0.0587,110.99999999999864
8,3,6,0.0832,110.99999999999794
8,3,7,0.0952,110.99999999999744
8,3,8,0.1125,110.99999999999744
8,3,9,0.1222,110.99999999999746
8,3,10,0.1199,110.99999999999746
8,3,11,0.099,110.99999999999731
8,3,12,0.0825,110.99999999999795
8,3,13,0.0646,110.99999999999864
8,3,14,0.0476,110.99999999999912
8,3,15,0.0304,111.0000000000006
8,3,16,0.0152,111.00000000000044
8,3,17,0.0086,110.99999999999996
8,3,18,0.004,111.00000000000009
8,3,19,0.0018,110.99999999999996
8,3,20,0.001,111.0
8,3,21,0.0002,111.0
8,3,22,0.0002,111.0
8,4,2,0.0034,70.99999999999993
8,4,3,0.0103,70.99999999999996
8,4,4,0.0265,71.0
8,4,5,0.0441,70.99999999999933
8,4,6,0.0715,70.99999999999902
8,4,7,0.1005,70.99999999999899
8,4,8,0.1284,70.99999999999912
8,4,9,0.1366,70.99999999999969
8,4,10,0.1365,70.99999999999967
8,4,11,0.1183,70.99999999999892
8,4,12,0.0865,70.99999999999899
8,4,13,0.0628,70.9999999999991
8,4,14,0.0378,70.9999999999996
8,4,15,0.02,71.0
8,4,16,0.0113,71.0
8,4,17,0.0039,70.99999999999993
8,4,18,0.0007,70.99999999999989
8,4,19,0.0007,70.99999999999989
8,4,20,0.0002,70.99999999999989
8,5,2,0.0013,31.00000000000011
8,5,3,0.0045,31.00000000000012
8,5,4,0.0134,31.000000000000103
8,5,5,0.0348,31.00000000000005
8,5,6,0.0633,30.99999999999969
8,5,7,0.1001,30.99999999999945
8,5,8,0.1568,31.000000000000018
8,5,9,0.1632,31.000000000000107
8,5,10,0.1556,31.000000000000004
8,5,11,0.1276,30.9999999999995
8,5,12,0.0905,30.99999999999952
8,5,13,0.0509,30.999999999999904
8,5,14,0.0233,31.000000000000107
8,5,15,0.0097,31.000000000000103
8,5,16,0.004,31.000000000000146
8,5,17,0.0007,31.00000000000011
8,5,18,0.0002,31.000000000000117
8,5,20,0.0001,31.000000000000117
9,1,4,0.0004,936.0
9,1,5,0.0004,936.0
9,1,6,0.0013,935.9999999999998
9,1,7,0.0022,936.0
9,1,8,0.0034,936.0000000000005
9,1,9,0.0062,935.9999999999995
9,1,10,0.0131,936.0000000000024
9,1,11,0.0187,936.0000000000036
9,1,12,0.0292,936.0000000000056
9,1,13,0.0382,935.9999999999995
9,1,14,0.0515,935.999999999996
9,1,15,0.0676,935.999999999994
9,1,16,0.0739,935.9999999999936
9,1,17,0.0829,935.999999999994
9,1,18,0.0897,935.9999999999942
9,1,19,0.0885,935.9999999999942
9,1,20,0.0921,935.9999999999942
9,1,21,0.0817,935.999999999994
9,1,22,0.0672,935.999999999994
9,1,23,0.055,935.9999999999958
9,1,24,0.0463,935.9999999999968
9,1,25,0.035,936.0000000000026
9,1,26,0.0221,936.0000000000056
9,1,27,0.0133,936.0000000000024
9,1,28,0.0092,936.0
9,1,29,0.0059,935.9999999999998
9,1,30,0.0024,936.0
9,1,31,0.0013,935.9999999999998
9,1,32,0.0006,936.0
9,1,33,0.0004,936.0
9,1,34,0.0002,936.0
9,1,37,0.0001,936.0
9,2,2,0.007,135.99999999999997
9,2,3,0.02,136.00000000000028
9,2,4,0.0386,135.99999999999935
9,2,5,0.0682,135.99999999999892
9,2,6,0.0751,135.9999999999989
9,2,7,0.0882,135.9999999999989
9,2,8,0.0864,135.9999999999989
9,2,9,0.0941,135.9999999999989
9,2,10,0.0954,135.9999999999989
9,2,11,0.0868,135.9999999999989
9,2,12,0.0821,135.9999999999989
9,2,13,0.066,135.99999999999892
9,2,14,0.0572,135.99999999999906
9,2,15,0.0423,135.99999999999918
9,2,16,0.0335,136.0
9,2,17,0.0234,136.00000000000028
9,2,18,0.0145,136.00000000000023
9,2,19,0.0097,136.00000000000014
9,2,20,0.006,135.99999999999997
9,2,21,0.0033,136.00000000000009
9,2,22,0.0008,135.99999999999997
9,2,23,0.0004,136.0
9,2,24,0.0005,136.0
9,2,25,0.0004,136.0
9,2,29,0.0001,136.0
9,3,2,0.0047,96.0
9,3,3,0.0163,96.00000000000024
9,3,4,0.0338,96.00000000000009
9,3,5,0.0582,95.99999999999908
9,3,6,0.0692,95.99999999999874
9,3,7,0.0833,95.9999999999986
9,3,8,0.099,95.99999999999852
9,3,9,0.1066,95.99999999999852
9,3,10,0.1064,95.99999999999852
9,3,11,0.1033,95.99999999999852
9,3,12,0.0909,95.99999999999854
9,3,13,0.071,95.99999999999868
9,3,14,0.0576,95.99999999999912
9,3,15,0.0405,96.00000000000004
9,3,16,0.0271,96.00000000000036
9,3,17,0.0149,96.00000000000018
9,3,18,0.0087,95.99999999999994
9,3,19,0.0045,96.00000000000004
9,3,20,0.003,96.00000000000006
9,3,21,0.0005,96.0
9,3,22,0.0004,96.0
9,3,23,0.0001,96.0
9,4,2,0.0024,55.9999999999999
9,4,3,0.0072,55.99999999999987
9,4,4,0.0229,56.00000000000009
9,4,5,0.0423,55.99999999999946
9,4,6,0.0658,55.999999999999005
9,4,7,0.0915,55.99999999999893
9,4,8,0.1111,55.99999999999888
9,4,9,0.1299,55.99999999999911
9,4,10,0.1293,55.99999999999907
9,4,11,0.1174,55.99999999999888
9,4,12,0.095,55.99999999999885
9,4,13,0.0711,55.99999999999893
9,4,14,0.0503,55.99999999999922
9,4,15,0.03,56.00000000000009
9,4,16,0.0186,56.00000000000008
9,4,17,0.0083,55.99999999999988
9,4,18,0.0046,55.99999999999992
9,4,19,0.0014,55.99999999999988
9,4,20,0.0002,55.999999999999886
9,4,21,0.0005,55.999999999999886
9,4,22,0.0002,55.999999999999886
9,5,2,0.0013,16.00000000000011
9,5,3,0.0024,16.000000000000117
9,5,4,0.0121,16.000000000000135
9,5,5,0.0307,16.000000000000146
9,5,6,0.053,16.000000000000014
9,5,7,0.0892,16.000000000000007
9,5,8,0.1235,16.000000000000007
9,5,9,0.1574,16.00000000000009
9,5,10,0.1553,16.000000000000085
9,5,11,0.1328,16.00000000000004
9,5,12,0.1075,16.000000000000007
9,5,13,0.0664,16.000000000000014
9,5,14,0.0398,16.000000000000032
9,5,15,0.0181,16.000000000000142
9,5,16,0.0067,16.00000000000011
9,5,17,0.0031,16.000000000000124
9,5,18,0.0005,16.000000000000114
9,5,19,0.0001,16.000000000000114
9,5,20,0.0001,16.000000000000114
10,1,4,0.0001,919.0
10,1,5,0.0001,919.0
10,1,6,0.0007,919.0
10,1,7,0.0014,918.9999999999995
10,1,8,0.0017,918.9999999999995
10,1,9,0.0057,918.9999999999992
10,1,10,0.0081,918.9999999999984
10,1,11,0.0128,919.000000000002
10,1,12,0.0173,919.0000000000032
